CODIGO INMUEBLE;ESTADO;NOMBRE SEDE;DIRECCIÓN SEDE;TELÉFONO FIJO;TELÉFONO MÓVIL;POBLACIÓN;PROVINCIA;ACTIVIDAD;AMBITO;ÁREA;"ENLACE PRAL
AMT 2012";"ADM
PRAL";"BW
PRAL";"ENLACE BACKUP
AMT 2012";"ADM
BACKUP";BW BACKUP;"ENLACE PRAL
AMT 2018";"ADM
PRAL";"BW
PRAL";"ENLACE BACKUP
AMT 2018";"ADM
BACKUP";BW BACKUP;MIGRACIÓN;CODIGO HOSTNAME;AMBITO;NEMONICO;CRITICIDAD SERVICIO;DISP.;CARPETA;MON.;DOC.;ESQ.
443;ALTA;INAEM Direccion Provincial HU;Avda. San Juan Bosco, 1;974293410;0;Huesca;Huesca;INAEM Direccion Provincial HU;EMPLEO;HUESCA;FIBRA;22100001003719 ;;;;;FIBRA;;1 Gb;;;;Instalada;HEHUE0443INA;E;INA;ESTANDAR;12X5;"""HEHUE0443 - INAEM Direccion Provincial HU [Huesca]""";mon;doc;esq
444;ALTA;IASS Seccion Menores Huesca;Plaza Inmaculada, 2;0;0;Huesca;Huesca;IASS Seccion Menores;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;HAHUE0444MEN;A;MEN;;;"""HAHUE0444 - IASS Seccion Menores [Huesca]""";mon;doc;esq
445;ALTA;Edif. Carmelitas-San Francisco Teruel;C/ San Francisco, 1;978641000;0;Teruel;Teruel;Edif. San Francisco;ADMINISTRACIÓN;TERUEL;;;;;;;;;;;;;;TATER0445SFC;A;SFC;ESTANDAR;24x7;"""TATER0445 - Edif. San Francisco [Teruel]""";mon;doc;esq
446;ALTA;Oficina Delegada Barbastro;C/ Coso, s/n;974316770;690857423 / 780049 Coordinador ZV;Barbastro;Huesca;Oficina Delegada;ADMINISTRACIÓN;HUESCA;MACROLAN (FIBRA OPTICA);-;10Mb/10Mb;;;;VPN IP (FTTH);"22630003013527
974288955";FUTURA 300M/300M;;;;Instalada;HABAR0446OFD;A;OFD;ES. REMOTO;12X5;"""HABAR0446 - Oficina Delegada [Barbastro]""";mon;doc;esq
447;ALTA;CAREI - edif. Rosa Arjo;C/ San Antonio Abad, 38 (antiguo C.P. Rosa Arjo);976713493;0;Zaragoza;Zaragoza;CAREI - edif. Rosa Arjo;ADMINISTRACIÓN;ZARAGOZA;FIBRA;50190001126598 ;;;;;FIBRA;;1 Gb;;;;Instalada;Z-ZAR0447-;-;-;ESTANDAR;12X5;;mon;doc;esq
448;ALTA;D. G. Urbanismo;Paseo Maria Agustin, 58 Local;0;0;Zaragoza;Zaragoza;D. G. Urbanismo;ADMINISTRACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR0448-;-;-;;;;mon;doc;esq
449;ALTA;Oficina Empleo de Calamocha;Plaza Montalban, 7 bajos;976730508;0;Calamocha;Teruel;Oficina Empleo;EMPLEO;TERUEL;;;;;;;;;;;;;;T-CAL0449EMP;-;EMP;ES. REMOTO;12X5;;mon;doc;esq
450;ALTA;Oficina Empleo Centro-Zaragoza;C/ Doctor Cerrada 3, bajos;976216157;0;Zaragoza;Zaragoza;Oficina Empleo/Centro;EMPLEO;ZARAGOZA;;;;;;;;;;;;;;ZEZAR0450EMP;E;EMP;ESTANDAR;12X5;"""ZEZAR0450 - Oficina Empleo/Centro [Zaragoza]""";mon;doc;esq
451;ALTA;Oficina Empleo Santander-Zaragoza;C/ Santander, 3-5;976353834;0;Zaragoza;Zaragoza;Oficina Empleo/Santander;EMPLEO;ZARAGOZA;VPN IP (FTTH);-;100Mb / 100Mb (10%);;;;VPN IP (FTTH);"50190003361365
876632318";Futura 100/100;;;;Instalada;ZEZAR0451EMP;E;EMP;ESTANDAR;12X5;"""ZEZAR0451 - Oficina Empleo/Santander [Zaragoza]""";mon;doc;esq
452;ALTA;Consejeria de Salud - edif. Esquinas Psiq.;Plaza La Concordia, 2 (Via Universitas 36);976713478;0;Zaragoza;Zaragoza;Edif. Esquinas – Consejeria Salud;ADMINISTRACIÓN;ZARAGOZA;;;;;;;;;;;;;;ZAZAR0452ESQ;A;ESQ;ESTANDAR;24x7;"""ZAZAR0452 - Edif. Esquinas – Consejeria Salud [Zaragoza]""";mon;doc;esq
453;ALTA;Justicia;C/ Alfonso I, 17;0;0;Zaragoza;Zaragoza;Justicia;ADMINISTRACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR0453-;-;-;;;;mon;doc;esq
454;ALTA;Oficina Empleo Torrero-Zaragoza;C/ Monterregado, 21-27;976251685;0;Zaragoza;Zaragoza;Oficina Empleo/Torrero;EMPLEO;ZARAGOZA;0;-;SIN INFO;;;;VPN-IP FTTH 100/100;-;-;;;;;ZEZAR0454EMP;E;EMP;;;"""ZEZAR0454 - Oficina Empleo/Torrero [Zaragoza]""";mon;doc;esq
455;ALTA;Oficina Empleo de Tarazona;Plaza Joaquina Zamora s/n;976641741;0;Tarazona;Zaragoza;Oficina Empleo;EMPLEO;ZARAGOZA;gigADSL;-;-;;;; FTTH;-; 100/100;;;;;ZETAR0455EMP;E;EMP;ES. REMOTO;12X5;"""ZETAR0455 - Oficina Empleo [Tarazona]""";mon;doc;esq
456;ALTA;Oficina Empleo Arrabal-Zaragoza;C/ Mariano Turmo, 24;0;0;Zaragoza;Zaragoza;Oficina Empleo/Arrabal;EMPLEO;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR0456EMP;-;EMP;;;;mon;doc;esq
457;ALTA;Oficina Empleo Pablo Gargallo-Zaragoza;Avda. Pablo Gargallo, 29-33;0;0;Zaragoza;Zaragoza;Oficina Empleo/Pablo Gargallo;EMPLEO;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR0457EMP;-;EMP;;;;mon;doc;esq
458;ALTA;Oficina Empleo San Jose-Zaragoza;C/ Compromiso de Caspe, 4-10;976496712;0;Zaragoza;Zaragoza;Oficina Empleo/San Jose;EMPLEO;ZARAGOZA;VPN IP (FTTH);-;100Mb / 100Mb (10%);;;;VPN IP (FTTH);"50190003361364
876632317";Futura 100/100;;;;Instalada;ZEZAR0458EMP;E;EMP;ESTANDAR;12X5;"""ZEZAR0458 - Oficina Empleo/San Jose [Zaragoza]""";mon;doc;esq
459;ALTA;Oficina Empleo de Calatayud;C/ Glen Ellyn, 7;976883149;0;Calatayud;Zaragoza;Oficina Empleo;EMPLEO;ZARAGOZA;;;;;;;;;;;;;;Z-CAL0459EMP;-;EMP;;;;mon;doc;esq
460;ALTA;CARTV;Avda. Maria Zambrano, 2;0;0;Zaragoza;Zaragoza;CARTV;EXTERNO;CARTV;;;;;;;;;;;;;;Z-ZAR0460ATV;-;ATV;ESTANDAR;24x7;;mon;doc;esq
461;ALTA;Oficina Empleo de Caspe;C/ San Agustin, 1;976630797;0;Caspe;Zaragoza;Oficina Empleo;EMPLEO;ZARAGOZA;gigADSL;-;-;;;; ADSL2+;-;Hasta 20 Mbps/800;;;;;ZECAS0461EMP;E;EMP;ES. REMOTO;12X5;"""ZECAS0461 - Oficina Empleo [Caspe]""";mon;doc;esq
462;ALTA;Intervencion (C/ Costa);C/ Joaquin Costa, 18;976715209;0;Zaragoza;Zaragoza;Intervencion (C/ Costa);ADMINISTRACIÓN;ZARAGOZA;FIBRA;50190001142625 ;100 Mb;;;;FIBRA;;1 Gb;;;;Instalada;ZAZAR0462INT;A;INT;ESTANDAR;12X5;"""ZAZAR0462 - Intervencion (C/ Costa) [Zaragoza]""";mon;doc;esq
463;ALTA;CARTV sede Teruel;C/ Nueva, 1 piso 1;0;0;Teruel;Teruel;CARTV;EXTERNO;CARTV;;;;;;;;;;;;;;T-TER0463ATV;-;ATV;ESTANDAR;24x7;;mon;doc;esq
465;ALTA;Oficina Empleo de Huesca;C/ San Jorge, 52 bajos;974228011;0;Huesca;Huesca;Oficina Empleo;EMPLEO;HUESCA;;;;;;;;;;;;;;HEHUE0465EMP;E;EMP;ESTANDAR;12X5;"""HEHUE0465 - Oficina Empleo [Huesca]""";mon;doc;esq
466;ALTA;Parque Tecnologico Walqa-I+D+I;Ctra. Zaragoza-Walqa;974293053;0;Huesca;Huesca;Parque Tecnologico Walqa-I+D+I;EXTERNO;;;;;;;;;;;;;;;H-HUE0466-;-;-;;;;mon;doc;esq
470;ALTA;Oficina Empleo de Alcañiz;C/ Ciudad Deportiva, 10;978831495;0;Alcañiz;Teruel;Oficina Empleo;EMPLEO;TERUEL;gigADSL;-;-;;;;VPN IP (ADSL 2+);"44620003008947
978830422";20Mb;;;;Instalada;TEALC0470EMP;E;EMP;ES. REMOTO;12X5;"""TEALC0470 - Oficina Empleo [Alcañiz]""";mon;doc;esq
471;ALTA;CSI (Walqa) AST;Ctra. Zaragoza N-330 A Km. 567;974293455;0;Huesca;Huesca;CSI (Walqa) AST;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;HAHUE0471CSI;A;CSI;ESTANDAR;12X5;"""HAHUE0471 - CSI (Walqa) AST [Huesca]""";mon;doc;esq
472;ALTA;Subdir. Prov. Salud Publica TE;C/ Joaquin Arnau, 22, 4ª pl.;978654010;0;Teruel;Teruel;Subdir. Prov. Salud Publica;SALUD;SERV. CENTRALES;;;;;;;;;;;;;;TSTER0472CAP;S;CAP;ESTANDAR;12X5;"""TSTER0472 - Subdir. Prov. Salud Publica [Teruel]""";mon;doc;esq
473;ALTA;Oficina Delegada Fraga;C/ San Quintin, 1-3;974474730;0;Fraga;Huesca;Oficina Delegada;ADMINISTRACIÓN;HUESCA;MACROLAN (FIBRA OPTICA);-;10Mb/10Mb;;;;MACROLAN;"22650001001613
720344377";100 Mb;;;;Instalada;HAFRA0473OFD;A;OFD;ES. REMOTO;12X5;"""HAFRA0473 - Oficina Delegada [Fraga]""";mon;doc;esq
474;ALTA;Escuela Taller de Restauracion Plaza;C/ Castillo de Capua, 10;0;0;Zaragoza;Zaragoza;Escuela Taller de Restauracion Plaza;ADMINISTRACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR0474-;-;-;;;;mon;doc;esq
475;ALTA;Unidad de Salud Publica Caspe;Plaza Aragon, s/n;0;0;Caspe;Zaragoza;Unidad Salud Publica;ADMINISTRACIÓN;ZARAGOZA;SDWAN;974288802 ;FTTH - TIPO H9 - 300Mbps simétrico;;;;;;;;;;;ZACAS0475SAL;A;SAL;;;"""ZACAS0475 - Unidad Salud Publica [Caspe]""";mon;doc;esq
476;ALTA;Hogar 3ª Edad Huesca;C/ Pio Xii, s/n;974226212;0;Huesca;Huesca;Hogar;ADMINISTRACIÓN;HUESCA;SDWAN;974481513 ;ADSL 2+ - TIPO H3 - Igual o mayor a 30Mbps asimétrico;;;;;;;;;;;HAHUE0476RES;A;RES;ESTANDAR;12X5;"""HAHUE0476 - Hogar [Huesca]""";mon;doc;esq
477;ALTA;Centro Nacional Formacion Huesca;C/ Division Cincuenta y Dos, s/n;974222472;0;Huesca;Huesca;Centro Nacional Formacion;ADMINISTRACIÓN;HUESCA;SDWAN;876545890 ;FTTH - TIPO H9 - 300Mbps simétrico;;;;;;;;;;;HAHUE0477FOR;A;FOR;ESTANDAR;12X5;"""HAHUE0477 - Centro Nacional Formacion [Huesca]""";mon;doc;esq
478;ALTA;Museo Huesca Almacen;C/ Mineria, s/n nave 14. Poligono la Magantina 22006;974226558;0;Huesca;Huesca;Museo Almacen;ADMINISTRACIÓN;HUESCA;SDWAN;974370053 ;VDSL 2 - TIPO H3 - Igual o mayor a 30Mbps asimétrico;;;;;;;;;;;HAHUE0478MUS;A;MUS;ESTANDAR;12X5;"""HAHUE0478 - Museo Almacen [Huesca]""";mon;doc;esq
479;ALTA;Residencia 3ª Edad Ciudad de Huesca;Ctra. Grañen, s/n;974238451;0;Huesca;Huesca;"Residencia ""Ciudad de Huesca""";ADMINISTRACIÓN;HUESCA;0;-;SIN INFO;;;;VPN-IP FTTH 100/100;-;-;;;;;HAHUE0479RES;A;RES;ESTANDAR;24x7;"""HAHUE0479 - Residencia ""Ciudad de Huesca"" [Huesca]""";mon;doc;esq
480;ALTA;Museo Pedagogico de Aragon;Plaza Lopez Allue, s/n;974233036;0;Huesca;Huesca;Museo Pedagogico de Aragon;ADMINISTRACIÓN;HUESCA;SDWAN;974286313 ;FTTH - TIPO H9 - 300Mbps simétrico;;;;;;;;;;;HAHUE0480MUS;A;MUS;ESTANDAR;12X5;"""HAHUE0480 - Museo Pedagogico de Aragon [Huesca]""";mon;doc;esq
481;ALTA;Garaje Agricultura Huesca;C/ Almudevar, 3;974244119;0;Huesca;Huesca;Garaje;ADMINISTRACIÓN;HUESCA;SDWAN;974352466 ;FTTH - TIPO H9 - 300Mbps simétrico;;;;;;;;;;;HAHUE0481GRJ;A;GRJ;ESTANDAR;12X5;"""HAHUE0481 - Garaje [Huesca]""";mon;doc;esq
482;ALTA;Servicios Juridicos de Huesca;C/ San Jorge, 34, Planta 3, Oficina Derecha;974230777;0;Huesca;Huesca;Servicios Juridicos de Huesca;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-HUE0482-;-;-;ESTANDAR;12X5;;mon;doc;esq
483;ALTA;Parque Nacional Ordesa Huesca;Pasaje Baleares, 3;0;0;Huesca;Huesca;Parque Nacional Ordesa;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;HAHUE0483ORD;A;ORD;;;"""HAHUE0483 - Parque Nacional Ordesa [Huesca]""";mon;doc;esq
484;ALTA;Matadero Carnicas Barbastro S.L.;Poligono Valle del Cinca, Parcela 40;0;0;Barbastro;Huesca;Matadero Carnicas Barbastro S.L.;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-BAR0484-;-;-;ES. REMOTO;12X5;;mon;doc;esq
485;ALTA;Hogar 3ª Edad Barbastro;C/ Huesca, 24;974312662;0;Barbastro;Huesca;Hogar;ADMINISTRACIÓN;HUESCA;SDWAN;974352575 ;FTTH - TIPO H9 - 300Mbps simétrico;;;;;;;;;;;HABAR0485RES;A;RES;ES. REMOTO;12X5;"""HABAR0485 - Hogar [Barbastro]""";mon;doc;esq
486;ALTA;Hogar 3ª Edad Jaca;C/ Levante, 4;974361950;0;Jaca;Huesca;Hogar;ADMINISTRACIÓN;HUESCA;SDWAN;974288064 ;FTTH - TIPO H3 - Igual o mayor a 30Mbps asimétrico;;;;;;;;;;;HAJAC0486RES;A;RES;ES. REMOTO;12X5;"""HAJAC0486 - Hogar [Jaca]""";mon;doc;esq
487;ALTA;Oficina Empleo de Jaca;C/ Carmen, 21;0;0;Jaca;Huesca;Oficina Empleo;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-JAC0487-;-;-;;;;mon;doc;esq
488;ALTA;Parque de Maquinaria Jaca;Avda. Tierra de Biescas, s/n;974361880;629482731 Oriol Marti;Jaca;Huesca;Parque Maquinaria;ADMINISTRACIÓN;HUESCA;SDWAN;974286998 ;FTTH - TIPO H9 - 300Mbps simétrico;;;;;;;;;;;HAJAC0488MAQ;A;MAQ;ES. REMOTO;12X5;"""HAJAC0488 - Parque Maquinaria [Jaca]""";mon;doc;esq
489;ALTA;Oficina Empleo de Monzon ;Plaza Juan Carlos I, nº 7 bajos;974417074;0;Monzon;Huesca;Oficina Empleo;EMPLEO;HUESCA;gigADSL;-;-;;;;VPN IP (FTTH);"22690003012658
974286382";Futura 100/100;;;;Instalada;HEMON0489EMP;E;EMP;ES. REMOTO;12X5;"""HEMON0489 - Oficina Empleo [Monzon]""";mon;doc;esq
490;ALTA;Hogar 3ª Edad Monzon;Plaza San Juan, 30;974401530;0;Monzon;Huesca;Hogar;ADMINISTRACIÓN;HUESCA;SDWAN;974360526 ;VDSL 2 - TIPO H3 - Igual o mayor a 30Mbps asimétrico;;;;;;;;;;;HAMON0490RES;A;RES;ES. REMOTO;12X5;"""HAMON0490 - Hogar [Monzon]""";mon;doc;esq
491;ALTA;Hogar 3ª Edad Binefar;C/ Teodoro Bardaji, s/n;974429856;0;Binefar;Huesca;Hogar;ADMINISTRACIÓN;HUESCA;SDWAN;974352075 ;FTTH - TIPO H9 - 300Mbps simétrico;;;;;;;;;;;HABIN0491RES;A;RES;ES. REMOTO;12X5;"""HABIN0491 - Hogar [Binefar]""";mon;doc;esq
492;ALTA;Oficina Empleo de Binefar;C/ San Quilez, 10;974430952;0;Binefar;Huesca;Oficina Empleo;EMPLEO;HUESCA;;;;;;;;;;;;;;H-BIN0492EMP;-;EMP;;;;mon;doc;esq
493;ALTA;Hogar 3ª Edad Fraga;Avda. Deportes, s/n;974471659;0;Fraga;Huesca;Hogar;ADMINISTRACIÓN;HUESCA;SDWAN;974431347 ;VDSL 2 - TIPO H3 - Igual o mayor a 30Mbps asimétrico;;;;;;;;;;;HAFRA0493RES;A;RES;ES. REMOTO;12X5;"""HAFRA0493 - Hogar [Fraga]""";mon;doc;esq
494;ALTA;Matadero Carns Jb,S.L.;Camino Massalcoreig, s/n;974470216;0;Fraga;Huesca;Matadero Carns Jb,S.L.;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-FRA0494-;-;-;ES. REMOTO;12X5;;mon;doc;esq
495;ALTA;Oficina Empleo de Sabiñanigo;C/ Val Estrecha, s/n;974482121;0;Sabiñanigo;Huesca;Oficina Empleo;EMPLEO;HUESCA;gigADSL;-;-;;;;MACROLAN;"22700001001836
";100 Mb;;;;Instalada;HESAB0495EMP;E;EMP;ES. REMOTO;12X5;"""HESAB0495 - Oficina Empleo [Sabiñanigo]""";mon;doc;esq
496;ALTA;Parque Nacional Ordesa Torla Nueva;Avda. Ordesa, s/n;974486472;0;Torla;Huesca;Parque Nacional Ordesa;ADMINISTRACIÓN;HUESCA;gigADSL;-;-;;;;;;;;;;;HATOR0496INF;A;INF;ES. REMOTO;12X5;"""HATOR0496 - Parque Nacional Ordesa [Torla]""";mon;doc;esq
497;ALTA;Parque Nacional Ordesa Bielsa;Plaza Mayor, s/n;974501043;0;Bielsa;Huesca;Parque Nacional Ordesa;ADMINISTRACIÓN;HUESCA;SDWAN;974353954 ;FTTH - TIPO H9 - 300Mbps simétrico;;;;;;;;;;;HABIE0497INF;A;INF;ES. REMOTO;12X5;"""HABIE0497 - Parque Nacional Ordesa [Bielsa]""";mon;doc;esq
498;ALTA;Oficina Empleo de Boltaña;Plaza España 3;0;0;Boltaña;Huesca;Oficina Empleo;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-BOL0498-;-;-;ES. REMOTO;12X5;;mon;doc;esq
499;ALTA;Parque Nacional Ordesa Escalona;Plaza Mayor, s/n;0;0;Escalona;Huesca;Parque Nacional Ordesa;ADMINISTRACIÓN;HUESCA;SDWAN;974501303 ;VDSL 2 - TIPO H3 - Igual o mayor a 30Mbps asimétrico;;;;;;;;;;;HAESC0499INF;A;INF;ES. REMOTO;12X5;"""HAESC0499 - Parque Nacional Ordesa [Escalona]""";mon;doc;esq
500;ALTA;Edif. Maria Agustin 16 (ant. Gerencia Salud);Paseo Maria Agustin, 16;976715279;0;Zaragoza;Zaragoza;Edif. Maria Agustin 16;ADMINISTRACIÓN;ZARAGOZA;;;;;;;;;;;;;;ZAZAR0500IAS;A;IAS;ESTANDAR;12X5;"""ZAZAR0500 - Edif. Maria Agustin 16 [Zaragoza]""";mon;doc;esq
501;ALTA;Serv. Prov. Salud Huesca, IAJ e IAM;C/ San Jorge, 65;974247234;0;Huesca;Huesca;Serv. Prov. Salud, IAJ e IAM;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;HAHUE0501DPS;A;DPS;ESTANDAR;12X5;"""HAHUE0501 - Serv. Prov. Salud, IAJ e IAM [Huesca]""";mon;doc;esq
502;ALTA;Hospital San Jorge;Avda. Martinez de Velasco, 36;974247000;0;Huesca;Huesca;Hospital S. Jorge;SALUD;SEC. HUESCA;;;;;;;;;;;;;;HSHUE0502SJH;S;SJH;ESTANDAR;24x7;"""HSHUE0502 - Hospital S. Jorge [Huesca]""";mon;doc;esq
503;ALTA;Centro Salud Pirineos;C/ Felipe Coscolla, 9;974247272;0;Huesca;Huesca;CS Pirineos;SALUD;SEC. HUESCA;FIBRA;22100001012682 ;100 Mb;4Mb / 640Kb (50%);974242015 ;ADSL;FIBRA;974242015 ;1 Gb;ADSL Provisional actual;974242015 ;"Provisional actual
20M/800K como máximo";Instalada;HSHUE0503CAP;S;CAP;ESTANDAR;24x7;"""HSHUE0503 - CS Pirineos [Huesca]""";mon;doc;esq
504;ALTA;061 - sede central;C/ Uncastillo, 4;0;0;Zaragoza;Zaragoza;061 - sede central;SALUD;061;;;;;;;;;;;;;;Z-ZAR0504-;-;-;;;;mon;doc;esq
505;ALTA;Hospital Royo Villanova;Avda. San Gregorio, 30;976466910;"620205944 / 717402 Resp. Mant.; 606150515 / 717444 Jefe Mant.";Zaragoza;Zaragoza;Hospital R. Villanova;SALUD;SEC. ZARAGOZA I;;;;;;;;;;;;;;ZSZAR0505RVH;S;RVH;ESTANDAR;24x7;"""ZSZAR0505 - Hospital R. Villanova [Zaragoza]""";mon;doc;esq
506;ALTA;Hospital Sagrado Corazon de Jesus;C/ Lucas Mallada, 22;974292000;0;Huesca;Huesca;Hospital Sag. Corazon de Jesus;SALUD;SEC. HUESCA;FIBRA;22100001012678 ;100 Mb;F.O. Transporte Transparente;22100001012752 ;100 Mb;FIBRA;22100001012752 ;1 Gb;"F.O. Transporte Transparente
Diversificada Pral.";22100001012752 ;100 Mb;;HSHUE0506SCH;S;SCH;ESTANDAR;24x7;"""HSHUE0506 - Hospital Sag. Corazon de Jesus [Huesca]""";mon;doc;esq
507;ALTA;Banco de Sangre y Tejidos de Aragon;C/ Ramon Salanova, 1;976764300;??;Zaragoza;Zaragoza;Banco de Sangre;SALUD;SERV. CENTRALES;FIBRA;50190001233969 ;100 Mb;;;;FIBRA;;1 Gb;ADSL Provisional nueva;;"Provisional actual
20M/800K como máximo";;ZSZAR0507BSN;S;BSN;ESTANDAR;12X5;"""ZSZAR0507 - Banco de Sangre [Zaragoza]""";mon;doc;esq
509;ALTA;CME Grande Covian;Avda. Alcalde Caballero, 196;976472370;0;Zaragoza;Zaragoza;CME Grande Covian;SALUD;SEC. ZARAGOZA I;FIBRA;50190001228979 ;100 Mb;F.O. Transporte Transparente;50190001228980 ;100 Mb;FIBRA;50190001228980 ;1 Gb;"F.O. Transporte Transparente
Diversificada Pral.";50190001228980 ;100 Mb;;ZSZAR0509CME;S;CME;ESTANDAR;12X5;"""ZSZAR0509 - CME Grande Covian [Zaragoza]""";mon;doc;esq
511;ALTA;CME Ejea;C/ Antonio Machado, s/n;976677978;0;Ejea de los Caballeros;Zaragoza;CASAR;SALUD;SEC. ZARAGOZA III;MACROLAN (FIBRA OPTICA);-;20Mb / 20Mb;VPN-IP (ADSL);-;8Mb / 640Kb 50%;MacroLAN;"50690001001242
720348265";100 Mb;;;;Instalada;ZSEJE0511CAS;S;CAS;ES. REMOTO;12X5;"""ZSEJE0511 - CASAR [Ejea de los Caballeros]""";mon;doc;esq
512;ALTA;Hospital de Calatayud;Ctra. Sagunto-Burgos Km. 254;976880964;669019946 / 710292 Informatica;Calatayud;Zaragoza;Hospital E. Lluch;SALUD;SEC. CALATAYUD;MACROLAN (FIBRA OPTICA);-;40Mb / 40Mb;MACROLAN (RADIOENLACE);-;20Mb / 20Mb;MACROLAN;"50650001001894
720326111";1 Gb;MACROLAN;720326108;100 Mb;Instalada;ZSCAL0512ELH;S;ELH;ES. REMOTO;24x7;"""ZSCAL0512 - Hospital E. Lluch [Calatayud]""";mon;doc;esq
513;ALTA;Hospital de Barbastro;Ctra. Nacional-240, s/n;974249000;629070091 / 720062 Guardia Informatica;Barbastro;Huesca;Hospital Barbastro;SALUD;SEC. BARBASTRO;MACROLAN (FIBRA OPTICA);-;50Mb / 50Mb;MACROLAN (FIBRA OPTICA);-;30Mb / 30Mb;MACROLAN;"22630001001868
720328730";1 Gb;MACROLAN;720326112;100 Mb;Instalada;HSBAR0513BAH;S;BAH;ES. REMOTO;24x7;"""HSBAR0513 - Hospital Barbastro [Barbastro]""";mon;doc;esq
514;ALTA;Hospital Obispo Polanco;Avda. Ruiz Jarabo s/n;978621150;649994933 / 730013 Mantenimiento primaria;Teruel;Teruel;Hospital O. Polanco;SALUD;SEC. TERUEL;;;;;;;;;;;;;;TSTER0514OPH;S;OPH;ESTANDAR;24x7;"""TSTER0514 - Hospital O. Polanco [Teruel]""";mon;doc;esq
515;ALTA;Hospital Clinico Universitario;Avda. San Juan Bosco, 15;976556400;0;Zaragoza;Zaragoza;Hospital L. Blesa;SALUD;SEC. ZARAGOZA III;;;;;;;;;;;;;;ZSZAR0515LBH;S;LBH;ESTANDAR;24x7;"""ZSZAR0515 - Hospital L. Blesa [Zaragoza]""";mon;doc;esq
516;ALTA;Centro Salud de Ejea;Paseo Constitucion, 114;976661861;"682418586 / 778624; 699275419 / 718186";Zaragoza;Zaragoza;CS de Ejea;SALUD;SEC. ZARAGOZA III;;;;;;;;;;;;;;Z-ZAR0516-;-;-;ESTANDAR;24x7;;mon;doc;esq
517;ALTA;Centro Salud Ensanche;C/ Jeronimo Soriano, 9;978654100;0;Teruel;Teruel;CS Ensanche;SALUD;SEC. TERUEL;FIBRA PROPIA;FOGA;1 Gbps;4Mb / 640Kb (50%);978621337 ;ADSL;FIBRA;978621337 ;1 Gb;ADSL Provisional actual;978621337 ;"Provisional actual
20M/800K como máximo";;TSTER0517CAP;S;CAP;ESTANDAR;24x7;"""TSTER0517 - CS Ensanche [Teruel]""";mon;doc;esq
518;ALTA;CME de Tarazona / CS Tarazona;Plaza Joaquina Zamora, 2;976199589;0;Tarazona;Zaragoza;CASAR;SALUD;SEC. ZARAGOZA III;MACROLAN (FIBRA OPTICA);-;20Mb / 20Mb;VPN-IP (ADSL);-;8Mb / 640Kb 50%;MacroLAN;"50750001001369
720348254";100 Mb;;;;Instalada;ZSTAR0518CAS;S;CAS;ES. REMOTO;12X5 / 24X7;"""ZSTAR0518 - CASAR [Tarazona]""";mon;doc;esq
519;ALTA;Gerencia Sector Salud Teruel;Avda. America, 17;0;0;Teruel;Teruel;Gerencia Sector Salud;SALUD;SEC. TERUEL;;;;;;;;;;;;;;T-TER0519-;-;-;;;;mon;doc;esq
520;ALTA;C.S. Bajo Cinca-Baix Cinca de Fraga / CS Fraga;C/ Hermana Andresa, 2;974473211;0;Fraga;Huesca;CASAR;SALUD;SEC. BARBASTRO;MACROLAN (FIBRA OPTICA);-;20Mb / 20Mb;VPN-IP (ADSL);-;8Mb / 640Kb 50%;VPN IP (ADSL 2+);"22650003014783
974471788";Hasta 20 Mb;;;;Instalada;HSFRA0520CAS;S;CAS;ES. REMOTO;12X5 / 24X7;"""HSFRA0520 - CASAR [Fraga]""";mon;doc;esq
521;ALTA;CASAR-Hospital de Jaca;Avda. de Rapitan, s/n;974355331;660488662 / 780310 Jefe taller: 648044978 / 770040 Tc. Informatico;Jaca;Huesca;CASAR;SALUD;SEC. HUESCA;MACROLAN (FIBRA OPTICA);-;30Mb / 30Mb;VPN-IP (ADSL);-;4Mb / 4Mb;VPN-IP(ADSL IP 2+);"22680003015099
974365880";Hasta 20Mb;;;;Instalada;HSJAC0521CAS;S;CAS;ES. REMOTO;24x7;"""HSJAC0521 - CASAR [Jaca]""";mon;doc;esq
